mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_std_0,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,delta_0,delta_1,delta_2,delta_3,delta_4,delta_5,delta_6,delta_7,delta_8,delta_9,delta_10,delta_11,delta_12,label,file_path
-788.0039,88.936554,46.685513,31.537111,10.601697,-2.427724,-9.162926,-7.9140487,-12.518212,-8.6387615,-2.6111426,-2.8042927,-3.4484584,105.78543,27.501547,22.025192,22.309156,9.426324,14.8404255,10.305674,6.047818,7.342126,8.020178,6.2063394,4.67216,5.387445,13.937475,2.6725173,0.6785715,2.6290305,-0.4947701,-1.3491002,-1.0191534,-0.12645513,-0.4789495,-0.82879704,0.20657656,-0.31746525,-0.12591082,nonwake,dataset\nonwake\FatmaSila_Yurdakul_nowake_1.wav
-833.59204,66.40977,27.565401,16.286598,10.151284,3.1325295,-3.5346534,-4.8138685,-9.199687,-8.1634445,-7.1539145,-2.8750682,-2.0093727,74.04944,19.01896,9.382336,3.6188314,3.5034492,3.303929,3.7986488,4.0655847,3.9367785,3.9526117,3.9961731,4.8072095,3.7195065,9.593252,2.3018343,1.2469196,0.25686914,0.06417322,-0.07808312,-0.36373788,-0.21385846,-0.28237712,-0.35725984,-0.47025204,-0.46639135,0.0069938526,nonwake,dataset\nonwake\FatmaSila_Yurdakul_nowake_2.wav
-433.5867,55.65666,19.179401,31.212496,-1.3936529,-8.463547,2.5910144,-6.653637,-2.2683973,-3.0488086,-2.614018,0.029246747,-9.066893,131.69044,24.67007,14.280156,23.771742,9.837135,23.48931,9.255734,14.220046,7.777193,8.6117525,6.3643627,3.8056278,10.335515,2.0517688,0.78511715,1.3887849,0.48838788,0.30908886,0.68053734,0.32334456,-0.083648264,0.1497159,-0.5297743,-0.2675373,0.051245544,-0.19788373,nonwake,dataset\nonwake\Fehmican_Engin_nonwake_1.wav
-421.15326,56.60572,17.883724,20.749046,4.1869845,-13.065989,-2.5838308,-6.7930775,-1.5086408,-3.2793226,-5.977685,3.76552,-6.217105,139.02457,23.35445,14.82663,17.289019,7.058493,22.465815,10.626997,12.82733,5.947559,7.630432,12.669568,6.2009354,11.541574,0.99661803,1.362536,1.6502588,0.62578815,0.4825653,0.042189144,0.11393279,-0.31656897,-0.2993312,-0.2606293,0.05852519,-0.16120605,-0.08518088,nonwake,dataset\nonwake\Fehmican_Engin_nonwake_2.wav
-576.7526,83.59628,45.182888,29.556267,19.217632,4.074654,8.418529,1.0490875,5.5174966,2.064735,-3.9766142,-4.6753564,-8.883619,110.40069,32.06829,16.556532,10.629786,8.634044,7.523554,6.7345614,5.794661,5.991922,7.9214115,10.2985735,4.2468896,5.0986586,10.708352,1.0554788,1.5336337,0.9095274,0.63591754,-0.15678331,0.850525,0.08747432,-0.43799078,-0.44224113,-0.40817314,-0.31215864,-0.35792023,nonwake,dataset\nonwake\Gamze_Ozdemir_nowake_1.wav
-639.8789,99.2406,33.375847,30.843098,8.881531,0.1357466,5.4369698,-3.9104748,-1.3867695,0.548036,-1.98595,-2.0240328,-0.6140875,100.2652,34.114586,16.313091,13.834479,20.188921,9.830927,15.281412,6.164873,4.001995,7.8245845,3.968037,7.292496,5.538642,12.866024,2.9991345,0.19073366,1.7406151,-1.5986185,-0.73365295,1.3790681,-0.003053505,-0.15517107,0.07790491,-0.09474757,-0.21324149,0.09623416,nonwake,dataset\nonwake\Gamze_Ozdemir_nowake_2.wav
-525.9884,63.780502,-33.146576,-9.9258,-20.879593,1.8707018,-10.367085,-4.198963,-7.3693786,-17.88737,-9.743876,-8.28401,-13.86441,147.3803,51.764515,39.057278,26.06536,24.281647,14.867959,12.635591,10.671042,9.845292,16.014414,10.655381,8.433736,15.1598,7.659465,4.8530717,0.15672958,-2.2921252,-0.13752562,0.083556354,-0.27794963,-0.6482062,-0.97008526,-0.33292097,-0.5404918,-0.044270005,-0.14568785,nonwake,dataset\nonwake\Goksu_Kesen_nonwake_1.wav
-542.1652,38.81523,-31.70351,18.80571,-24.961807,-11.048786,-6.8498993,13.528748,-3.331374,-19.54594,-7.1110115,2.1901379,-15.08345,192.73874,44.826645,50.250458,19.351192,36.309284,16.908203,10.686895,10.808636,9.669613,17.380663,11.493405,10.7983675,13.295515,13.677502,3.200715,-3.2901185,1.9986826,-0.77946526,-1.392205,-0.33220863,0.9394926,0.25962806,-0.8658303,0.13114072,-0.20679003,-0.99550915,nonwake,dataset\nonwake\Goksu_Kesen_nonwake_2.wav
-396.78973,102.16475,12.621762,41.54532,7.0013566,-1.9093227,8.016895,-5.2485476,-4.0864277,1.7483678,0.6062474,6.3639703,-3.5624003,122.33294,17.194616,23.177177,28.775248,7.8728123,17.02334,9.132725,17.141533,8.402556,9.502697,5.483372,5.30974,9.232488,4.902679,0.64009374,-0.28455424,0.85677564,-0.643479,-0.389112,-0.046922613,0.1314989,-0.573892,-0.18509054,-0.034236357,0.020564623,0.038597032,nonwake,dataset\nonwake\gurkan_keles_nowake_1.wav
-405.1221,99.876434,16.6856,43.02846,3.7855194,-6.1099434,13.016263,-7.3402967,0.21333015,-1.2072377,-0.11911613,5.6105556,-6.599858,133.00613,19.7411,25.257524,28.147366,8.991656,17.637913,12.16734,19.737972,6.262452,12.159426,6.283904,5.436008,9.360124,3.065649,0.97626895,0.24022716,0.7917907,-0.49319312,-0.066394985,-0.2085285,-0.11573294,-0.07536246,-0.080674864,-0.35406417,-0.22857442,-0.28105342,nonwake,dataset\nonwake\gurkan_keles_nowake_2.wav
-688.0214,67.85026,-8.548521,21.54102,10.659182,7.1795793,-5.672313,3.3504913,-2.6728687,5.3012457,-0.09532659,-0.4873493,-1.8924068,49.942017,13.41806,9.828679,5.406674,6.58533,6.1472435,7.444569,5.8287168,3.8665936,6.032006,4.071003,4.829821,3.3982708,4.394861,0.021236867,-0.5990185,0.35750917,-0.5309597,-0.40017137,-0.48754776,0.122488864,0.0613223,0.19421132,-0.33771166,-0.47663826,0.09815011,nonwake,dataset\nonwake\haithm_alsaeedi_nowake_1.wav
-685.0793,95.3936,10.394032,29.390049,12.590634,4.0479593,-7.906082,-3.8639617,-9.0509205,-2.3683093,-3.6172013,-0.35036632,-4.6989756,20.960384,7.5897717,6.767905,4.688469,3.9237914,6.0371933,5.025161,4.056526,4.9207697,4.5321736,3.859143,4.3330355,3.3872879,0.6907449,-0.1221808,0.042629555,0.07431951,-0.20126213,-0.23772648,-0.22714315,-0.079526395,-0.28077093,-0.24454269,-0.07376227,-0.28881407,-0.32204825,nonwake,dataset\nonwake\haithm_alsaeedi_nowake_2.wav
-713.06,66.28456,13.008784,9.904148,6.981249,2.1468132,-1.1852823,-0.3865158,-1.9196932,0.11082679,-0.8679193,1.0589864,-2.913363,104.969696,25.124523,5.873543,9.918775,7.90373,6.7488217,5.1682343,5.0291986,3.6385007,3.2182045,3.1044786,3.6008432,2.4076602,11.41377,2.6023257,0.24971688,0.8358817,0.33497527,0.29280108,0.073266044,0.14883487,-0.07295665,-0.035684045,0.14096215,0.06297011,-0.09892604,nonwake,dataset\nonwake\Hakan_Karakaya_nowake_1.wav
-717.5453,64.64564,13.502639,10.284704,7.5092354,5.415125,1.4181412,1.8867371,-0.5980735,0.73936146,-2.1002455,0.87692326,-2.3575006,102.81592,23.564936,5.301768,9.375897,6.410146,4.0307584,2.9438643,3.601362,3.845524,4.6158524,3.9363916,3.454033,3.0427825,11.323528,2.7146268,0.14789426,0.5270978,0.16689576,0.34556392,0.24479595,0.22405913,-0.307545,-0.1354365,0.0028070454,0.11683138,-0.018515948,nonwake,dataset\nonwake\Hakan_Karakaya_nowake_2.wav
-492.61978,103.23159,3.758223,51.81486,16.0702,-8.654824,8.882013,-8.373838,8.304197,-3.3611114,-8.75907,4.7199836,-2.8941002,128.16614,34.195942,25.927399,32.39079,14.7994175,22.291965,15.338079,17.383837,10.773178,12.478404,5.5951324,6.7136035,10.400734,-0.43630028,1.5574225,0.08588356,1.0670774,-0.5426282,0.031843096,-0.22291653,-0.22740252,-0.114221305,-0.47829986,0.36942005,0.1579518,0.051175654,nonwake,dataset\nonwake\hamit_berkay_ertek_nonwake_1.wav
-438.83044,130.69138,-18.835732,65.17839,-4.265174,-12.222891,-5.334216,-17.929985,12.473618,-4.2302847,2.143036,-3.2524934,-4.9147625,132.69797,34.223118,36.479008,28.742126,19.968891,16.627756,9.842526,15.010722,9.508125,19.506155,7.918974,6.23044,9.33117,-7.70507,-1.0456805,1.7881112,-1.4679466,1.284182,1.3026469,0.80431515,0.19090244,-0.7226848,0.5701016,0.05393994,0.05882882,-0.29256496,nonwake,dataset\nonwake\hamit_berkay_ertek_nonwake_2.wav
-399.8862,98.52498,-15.795464,36.49907,8.612981,1.3850907,10.78345,-6.376204,10.01907,-3.3926163,-8.024685,9.2941475,4.7190847,147.78595,20.321537,24.12184,37.281,15.806559,20.861736,9.287778,22.42052,5.3438997,14.797562,12.647552,5.4300175,4.2957287,10.788632,1.6470609,-1.1925302,-2.0647798,-1.4552641,0.25050783,-0.008062512,-0.6640243,-0.29403216,0.4136269,-0.6394991,0.19687302,-0.17069986,nonwake,dataset\nonwake\hamza_kurtuldu_nowake_1.wav
-447.6253,86.68668,-0.5480164,50.262993,11.743874,-2.1521695,12.666647,-5.2702265,12.964142,-7.8107686,-8.661936,10.583414,3.995564,144.18362,13.158288,34.45646,43.230465,8.006393,25.290314,13.01517,25.778543,6.0034413,13.719999,6.4118257,5.990762,6.012794,2.403211,0.07665408,-0.5639901,2.95036,-0.35769835,-1.1206555,0.6244338,-0.92184675,-0.39035073,-0.50437593,-0.710976,0.20009291,-0.48819083,nonwake,dataset\nonwake\hamza_kurtuldu_nowake_2.wav
-657.6693,95.20843,37.588264,33.479027,20.01645,3.2211223,3.4305966,-8.324749,-6.5349717,-6.885686,-8.270202,-6.677085,-1.9101223,103.920944,34.061886,16.256979,11.808117,7.3363514,8.840162,10.126968,10.205467,5.1966763,5.9519835,5.777673,4.781333,3.7904785,5.8638277,1.4506164,1.3064178,0.59007484,0.65544677,0.17418018,0.124501675,-0.3853715,-0.31815726,-0.46868086,-0.2544284,-0.4158958,-0.09338029,nonwake,dataset\nonwake\Hanife_Cilingir_nowake_1.wav
-645.6626,79.878136,32.49963,25.795483,7.2314787,8.316337,-1.7027915,-5.462456,0.29830128,-3.9444637,-1.2634988,-2.0184813,-0.86476237,103.79802,37.411366,13.853367,10.788326,14.920837,9.105105,8.645348,5.2329907,6.3189883,9.246665,9.632039,7.7001,3.0300715,4.545649,1.3859596,0.88027966,0.25456768,0.75801206,-0.38155538,0.3156674,-0.3519103,-0.4720047,-0.80258346,-0.846334,-0.6757052,-0.018616498,nonwake,dataset\nonwake\Hanife_Cilingir_nowake_2.wav
-266.21417,86.06243,4.919803,30.016708,-23.184769,-16.11848,-23.81938,-13.133747,-7.102196,-12.7760315,-0.53634405,-7.0492067,-8.321974,140.9906,33.390617,19.925735,18.19839,15.947053,8.751539,9.623138,11.123159,6.509756,9.056112,6.1911855,6.272283,7.141496,18.936752,4.0121164,-0.91694844,2.1254268,0.14950582,-0.44094574,-0.58247125,0.84654564,0.053781137,-0.41087437,0.35643706,0.024756476,-0.13852838,nonwake,dataset\nonwake\Hasan_Arthur_Altuntaş_no_wake1.wav
-336.3173,78.12412,20.295225,14.234772,-4.0352507,7.7106028,-6.5128355,3.6921184,-6.192033,-1.0633228,-7.450655,1.3963442,-6.973358,168.26773,25.08612,13.832082,10.115125,6.6955986,4.2047563,5.225083,4.3097353,5.008513,5.311517,4.283883,4.73596,3.717926,17.004042,0.32859367,0.8898145,0.8986522,0.041186444,0.100921124,-0.35060212,-0.19752169,0.12815343,-0.47200125,-0.23213679,0.11597128,-0.059099205,nonwake,dataset\nonwake\Hasan_Arthur_Altuntaş_no_wake2.wav
-1131.3708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.326486e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nonwake,dataset\nonwake\Hatice_nur_cakir_nowake_1.wav
-1131.3708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.326486e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nonwake,dataset\nonwake\Hatice_nur_cakir_nowake_2.wav
-1007.4371,5.373498,-3.1643634,5.752037,-0.89845264,1.5086565,-0.24385373,3.4716394,-1.6383487,1.8993917,-2.4478056,0.5600459,-2.8173568,132.29306,11.900057,4.966179,7.565829,4.0051875,4.957335,2.4599519,6.3090553,2.7998688,3.8986046,3.3018515,1.4405495,3.5442443,2.9393928,-0.19603513,-0.2221539,0.10542007,-0.37910277,-0.06487854,-0.09665575,0.15282443,0.019336931,0.06581366,-0.17217979,0.015006766,-0.15558948,nonwake,dataset\nonwake\HavvaBelinay_Yuce_nowake_1.wav
-1004.7798,11.423464,1.5018163,7.61889,0.6764505,3.4954162,0.5100243,3.7992234,-0.42307237,1.7234111,-1.2159379,1.6013365,-2.0746274,133.9095,15.742559,5.7589974,9.223141,4.8154917,4.8550086,4.8441386,4.738976,2.3357484,2.8422425,1.7815982,2.4495304,2.53588,3.172088,0.14432225,-0.26448348,0.016994238,-0.32488763,-0.094742626,-0.21406199,-0.035846844,-0.1698648,-0.03397174,-0.07882767,0.10605803,-0.16311565,nonwake,dataset\nonwake\HavvaBelinay_Yuce_nowake_2.wav
-441.1145,64.41025,30.152863,19.07937,-6.723944,-3.0238376,-11.433306,0.9086864,-5.0705447,-9.370148,-10.866556,-12.306667,-9.595146,137.0645,38.946327,36.751923,16.43743,24.408253,13.552599,10.520335,9.57882,4.0574975,7.1703925,8.590826,7.433931,6.701869,16.055511,4.1115866,0.029541671,0.9030428,-1.4403845,-0.59154946,-0.63877326,0.35323316,-0.3623429,-0.56493425,-0.81260896,-0.6562027,-0.7123211,nonwake,dataset\nonwake\Hilal_kavas_nowake_1.wav
-477.49585,71.00527,34.378017,23.104713,-4.1872516,-3.844944,-10.06171,-3.6417,-8.358931,-9.9895315,-12.864772,-12.724432,-9.500959,148.14125,26.48008,31.31609,13.978388,25.681633,5.184291,8.280082,11.107796,6.7817416,6.9608994,6.9417696,5.808736,5.3370037,18.833445,3.1131368,-0.5385976,0.58478796,-2.2755075,-0.2856513,-1.0197238,0.5154593,-0.17970318,-0.076222226,-0.22999196,-0.35256785,-0.33990866,nonwake,dataset\nonwake\Hilal_kavas_nowake_2.wav
-529.4345,51.00791,-10.754653,10.397068,4.6021786,-0.09582853,-4.411893,-5.195247,-2.8401268,-1.0019155,-8.134607,-11.087057,-14.639525,133.3342,27.98765,19.863537,19.538488,31.244314,20.323868,15.16933,14.075061,12.178359,10.418468,10.416587,9.305305,9.873798,16.24234,2.384103,-1.7878482,1.2539718,-1.7081144,-1.4783983,-1.2823668,0.54707754,-0.8739166,-0.61881727,-0.77334785,-0.69121003,-0.5835208,nonwake,dataset\nonwake\Hilal_kavas_nowake_3.wav
-757.90814,82.82335,34.423454,30.125723,0.34820127,-2.9416418,-0.39328218,-1.0161299,-12.443922,-1.1650114,-8.439898,-4.7043104,-4.656134,168.63599,41.697357,17.576918,18.488407,5.0126204,5.774205,8.24879,7.0665336,7.1411586,4.9727373,6.2733245,6.807444,4.367286,17.505236,4.224318,1.7088199,1.2688265,-0.13057327,-0.25507885,-0.23101337,-0.23594141,-0.5677369,0.011349276,-0.419882,-0.41465464,-0.26917532,nonwake,dataset\nonwake\Hilal_sarkisla_nowake_1.wav
-779.41235,79.93142,31.095016,24.41542,0.61883575,-1.4975463,0.8828877,5.2289886,-7.0637655,0.13836247,-6.2637625,1.0152131,-2.8777456,163.99406,41.186996,17.003777,12.910812,5.918795,4.767685,4.2811546,5.3933268,6.448264,3.868902,4.4302096,2.721042,2.9265769,16.529633,3.83251,1.5133232,1.2866501,-0.10528386,-0.17811027,0.11639708,0.13457471,-0.6599988,-0.06047943,-0.3243479,-0.020821083,-0.1145056,nonwake,dataset\nonwake\Hilal_sarkisla_nowake_2.wav
-545.44104,50.854866,-15.489754,47.67443,-20.090918,11.6770735,-18.832409,9.321706,-7.5248175,8.215167,-3.3904836,3.3200874,-5.252759,254.07042,43.022087,25.449427,45.94985,26.700607,15.480561,20.164806,11.807726,13.350667,9.4584465,9.084351,6.644234,10.048492,19.463518,3.8196664,-0.4503126,1.273253,-1.3760624,1.504837,-1.1413447,-0.328687,-0.6693005,0.8146019,0.040546395,-0.12961523,-0.18775105,nonwake,dataset\nonwake\Huseyin_Cakmak_nowake1.wav
-518.621,44.32063,-23.76648,54.074944,-27.071676,3.3366199,-26.19651,8.303896,-2.2711463,1.2803388,-6.9116154,4.724948,-1.9293647,236.01352,38.609253,29.059849,47.19099,26.017199,10.243922,22.557241,8.398951,6.688885,10.180281,8.422941,5.2380424,5.9042335,13.042109,1.5278316,-0.3114674,1.2665212,-0.4442282,0.84020185,-1.6006604,0.7867913,-0.15533693,0.93356454,-0.5130567,-0.006860137,-0.11329053,nonwake,dataset\nonwake\Huseyin_Cakmak_nowake2.wav
-279.61737,94.906555,-3.2802415,29.522543,9.109274,11.7329035,-12.977426,-14.220325,-10.51902,-2.6922193,7.6421347,12.323206,-5.796365,123.87455,32.30678,32.103565,19.787958,14.601443,11.418716,22.14323,20.916655,17.888788,9.887721,8.716879,7.2739425,8.27573,8.218433,2.9678428,-1.330528,-0.16265881,-0.022594184,0.27349746,-0.7401319,-1.5232385,-1.8381981,-0.15025894,0.40340465,0.15299954,-0.47119808,nonwake,dataset\nonwake\Huseyin_Sari_Nowake_1.wav
-287.8659,75.09917,13.688781,30.222599,15.301903,7.869316,-13.111857,-3.7610366,-4.537451,-7.9015045,7.265197,6.2539015,-6.4994693,125.52418,25.973488,25.719084,19.817139,14.274522,13.479217,26.494179,15.16168,14.355248,15.922761,8.193499,6.055909,10.956437,7.892413,1.2496147,-1.9464405,1.2496091,-0.20344949,-0.33272174,-2.2181535,-1.0837158,-0.1945136,-1.1026747,0.20135762,0.027047552,-0.8065363,nonwake,dataset\nonwake\Huseyin_Sari_Nowake_2.wav
-407.555,31.74817,11.608978,19.99402,-9.416123,-15.275915,-4.641441,0.11410135,-2.1304953,-10.297011,-2.3974137,-7.2946644,-7.7531147,147.01671,23.318453,10.871838,17.866306,32.30442,10.035617,14.619484,9.597094,9.384925,7.6589036,9.830664,4.976325,4.8826013,10.801327,-0.5533253,0.059641078,0.6299053,-0.013876647,-0.8709338,-0.92821324,-0.5650905,-0.81440604,-0.5299039,-0.7010273,-0.3185901,-0.42463908,nonwake,dataset\nonwake\HusneSena_Cetinkaya_nowake_1.wav
-365.5459,39.154125,5.035585,13.6260605,-3.7221668,-31.489937,-2.8551497,-4.1157146,-16.788769,-9.638864,-7.596054,-8.156239,-4.890278,153.99341,27.882084,22.086224,18.570936,23.222061,20.02262,11.64275,9.646117,14.197286,7.89024,7.242155,10.293283,7.213571,14.597022,3.6143785,0.5081123,0.5997558,0.26291054,-1.4616926,0.12138088,-0.478546,-0.71534175,-0.43267718,-0.70705366,-0.11103289,-0.36563706,nonwake,dataset\nonwake\HusneSena_Cetinkaya_nowake_2.wav
-368.69788,34.393574,7.086499,20.397346,-16.79012,-2.9508138,-2.8337126,-4.7402153,1.3229876,-10.322817,-8.067473,-9.164251,-5.0126433,153.55157,31.191511,16.127186,26.634937,34.757145,12.913333,9.77647,9.721744,9.648594,7.5590105,9.341162,8.912379,7.02949,13.50301,4.255577,-1.0972607,-0.92199665,-0.6193094,0.25929275,-0.16295767,-0.71123266,0.022560075,-0.6071975,-0.93846136,-0.54295796,-0.11677253,nonwake,dataset\nonwake\HusneSena_Cetinkaya_nowake_3.wav
-528.1741,76.09862,-11.793246,28.283478,7.2452707,0.26216137,-3.7192962,1.525058,-10.808911,-5.0336795,-5.2125273,-3.3223708,-6.8014283,103.6979,25.165716,13.987247,10.595738,9.162279,7.9393744,12.093948,6.0577607,12.407615,7.178624,4.233035,5.7287645,4.274498,12.358562,3.1169958,-1.7047524,1.1047924,-1.0443234,-0.4164816,-1.202365,0.6089822,-1.2169468,-0.6392939,-0.12242853,-0.08285004,-0.13401228,nonwake,dataset\nonwake\Irem_Nur_Sahin_nowake_1.wav
-576.79443,79.26915,-16.883701,35.85674,6.164049,11.573798,-3.4617748,1.1270354,-10.4142475,1.1270024,-8.441175,1.6866755,-7.471468,49.789745,10.3729315,8.880178,6.186815,4.782722,5.568664,2.8835173,8.549439,6.031249,4.2403507,5.62216,5.0814805,3.2778676,5.7356977,-0.4576346,-0.32094097,0.103941604,-0.020477708,-0.5814761,-0.023265025,0.4881211,-0.026014999,-0.13629457,-0.120119035,-0.32578832,0.035246626,nonwake,dataset\nonwake\Irem_Nur_Sahin_nowake_2.wav
-515.1366,114.84358,-4.8283453,12.705843,7.8846602,4.064681,-3.4809995,-2.1593254,-7.239141,-0.59501576,-3.5804186,-1.8067908,-10.199981,40.42047,7.860138,4.1145144,5.300524,5.563117,5.06061,4.6410475,3.8754845,3.63583,3.702635,4.1254263,3.7969875,4.8673706,2.6571293,0.716764,-0.0884712,0.24946876,-0.55160236,-0.047995407,-0.36617583,-0.07214747,0.012303067,0.002140569,0.2203348,0.20239016,-0.054687925,nonwake,dataset\nonwake\irem_yagmur_yurtsever_nonwake_1.wav
-513.1975,116.43941,-3.4364264,23.79634,9.814165,5.5137806,-3.455741,1.1246513,-7.669179,-2.0624437,-1.3111947,0.48509312,-7.118764,44.761345,6.669652,5.7035503,3.885637,4.5583053,3.3140347,4.459277,3.3270688,3.3167481,3.3244388,2.374033,2.8667524,2.9342346,3.7388177,-0.007054679,0.11297577,-0.23150334,-0.15392162,-0.15841016,-0.07489455,0.05427428,-0.072388455,-0.25163394,-0.17615427,-0.033938214,-0.10944689,nonwake,dataset\nonwake\irem_yagmur_yurtsever_nonwake_2.wav
-337.43634,98.484924,-8.557438,30.71548,2.792956,-2.8466134,8.057449,4.3113384,1.6542342,8.971882,4.0443954,14.795087,-3.7901516,130.00899,32.266026,28.425205,31.365173,19.318357,17.278158,7.778957,16.219984,15.320648,10.824886,7.3648386,7.7067275,9.156842,1.3534105,0.29867065,0.33050624,2.0986342,0.41651076,-0.552705,-0.6797243,-0.7214369,-0.083291665,-0.81475824,-0.16407473,0.039113387,-0.041938305,nonwake,dataset\nonwake\kadir_ocak_nowake_1.wav
-367.85144,84.53638,-0.6498016,38.6246,10.120466,3.8942575,12.776437,7.1986675,6.920221,6.6324472,5.568285,14.26432,1.668974,126.238655,29.454416,22.240288,29.579851,17.320982,15.945897,7.063577,14.010399,13.3573265,10.047877,6.493322,7.6403575,7.595587,8.423113,-1.6902456,1.3752692,-0.31987634,-1.713655,0.74962205,0.09904954,-1.0279386,-0.51142234,-0.913218,-0.30392054,0.07226026,-0.1214986,nonwake,dataset\nonwake\kadir_ocak_nowake_2.wav
-559.53674,75.98654,7.2383275,34.010757,8.09172,17.86847,0.095858574,8.662969,3.5205894,6.067858,2.189089,6.1698427,-0.31737903,56.70176,22.953123,13.656841,6.1902018,5.335774,7.410871,11.674194,8.725334,5.0390453,3.7296216,4.754658,8.688093,3.7173061,5.9589043,-2.34301,0.52310175,-0.0779802,0.03869471,-0.48605484,-1.0442538,0.59118766,-0.1306336,-0.28757757,-0.059505954,0.34453318,-0.25585595,nonwake,dataset\nonwake\Mehmet_Tanik_nonwake_1.wav
-507.05313,69.68034,7.285505,29.205328,2.1226835,6.249296,0.709944,7.619755,1.0597534,1.4804244,4.4192953,3.2990663,2.4785378,101.140236,13.947816,6.895905,3.5879865,5.2776294,5.2890944,17.152021,5.4905434,6.320965,8.302918,4.242615,3.6778839,5.3297515,11.614446,-0.17050555,-0.0040492117,-0.06672394,-0.372985,-0.2685532,-1.7826548,0.4067215,-0.6391318,-0.9390005,-0.02828249,-0.2544902,-0.62835264,nonwake,dataset\nonwake\Mehmet_Tanik_nonwake_2.wav
-505.596,62.006466,-4.790913,21.691673,-0.048817813,-0.067106724,4.580185,6.9135695,5.317624,1.1599656,5.2967954,3.8769836,-0.8919282,173.6374,32.50282,26.082289,20.894175,22.216217,21.73099,7.274726,9.991587,5.2738366,5.5892687,7.2425356,3.6738133,4.8199434,19.02855,3.9651089,-0.93616027,2.660337,-1.1070839,-1.2947643,0.18408976,-0.4999464,0.20928904,-0.36709797,0.7455155,0.13821077,-0.30295306,nonwake,dataset\nonwake\Mehmet_Tat_NoWake_1.wav
-412.2358,70.0133,-14.131478,-2.882506,-15.626075,15.99435,16.059425,-8.740538,9.141826,8.7426605,3.81108,-2.9905128,1.3455613,191.21259,44.41698,38.775528,23.55587,33.994972,11.389883,10.59521,21.791182,7.713515,9.10836,3.335424,7.144189,3.942528,16.316326,5.507039,-1.7751743,-0.11766973,-1.1986668,0.83997375,0.66396177,-1.2992752,1.0802956,0.16679008,0.13911499,-0.6150713,0.19691205,nonwake,dataset\nonwake\Mehmet_Tat_NoWake_2.wav
-521.4165,27.009113,6.866423,17.051464,0.6515753,-2.2391114,-3.3444097,2.493252,0.6264625,0.032610297,0.71132183,2.9956138,-0.8189187,167.096,43.883537,15.830631,26.973082,8.274987,13.454449,14.806185,7.9910603,6.9554553,9.960455,5.573423,3.54881,9.62311,18.878307,4.7785006,-0.57423586,3.3284745,-0.47817317,-1.1924672,-0.515401,-0.6801026,-0.10290488,-1.0714446,-0.27236053,0.15051767,-1.0064758,nonwake,dataset\nonwake\Melih_Gacav_Nowake_1.wav
-470.42563,51.513298,6.3993216,29.501938,-0.9590904,-4.4150605,-5.6355944,-2.3193989,4.998784,-7.569606,1.1960618,4.5883303,-2.4509737,159.16953,57.82832,22.101496,34.738934,12.316743,12.53284,14.151938,8.707785,5.9614983,16.327938,4.0408945,4.765162,8.9341545,2.23961,3.7179503,2.3087244,1.3549949,0.6988347,-0.053420305,0.12070966,0.031178854,-0.17468345,-0.12350328,0.12771457,0.059838638,0.14809686,nonwake,dataset\nonwake\Melih_Gacav_Nowake_2.wav
-462.94482,96.26214,31.019867,28.544365,2.6828027,-0.9877045,3.6475985,0.63282573,-2.5917296,2.0794494,-0.77913475,0.7718892,-1.2203696,106.47625,25.822798,8.637993,6.5634613,20.978785,14.376216,6.007627,6.602891,7.0719666,5.855994,5.1400213,4.8388643,3.3043222,13.320951,-1.4567173,0.01687631,0.73431545,-2.5198195,-1.6417367,0.10838762,-0.3801355,-0.8126445,-0.5039513,-0.33528605,-0.35798317,-0.10653243,nonwake,dataset\nonwake\Merve_balcikli_nowake_1.wav
-430.26715,79.95369,30.274052,29.158743,-1.4857085,-3.8344588,1.0259198,3.0372329,-3.9527738,1.0163825,3.0122159,1.1040448,-1.0599775,131.88371,32.084805,11.068232,18.974781,32.907032,17.360434,4.721276,6.130167,8.377993,6.697451,4.323929,4.1432776,5.555292,16.349281,-2.5454574,-0.59214264,2.2999144,-3.911348,-2.0088015,-0.35202235,-0.4426601,-0.8995258,-0.6423247,0.028407654,-0.322955,0.1852496,nonwake,dataset\nonwake\Merve_balcikli_nowake_2.wav
